Red,IR
-9.4375,-35.9376
-10.9688,-37.8126
-10.3438,-37.7501
-10.4063,-37.7501
-12.9375,-36.8751
-5.4063,-32.2501
-6.875,-23.6251
0.4375,-9.75
1.1563,5.4375
8.5313,21.3751
13.8438,35.6876
13.1563,45.8127
16.2188,55.2502
16.6251,59.5627
22.0626,63.8127
21.0313,65.9378
21.7501,66.1878
20.9688,65.1877
19.5001,62.1877
18.5001,60.6252
18.8751,56.2502
19.3126,53.2502
13.5313,49.4377
14.6876,45.0627
12.0313,41.0002
12.3125,37.3126
11.0938,33.0001
9,28.8126
7.7813,25.3126
6.7188,20.6876
4.5,16.8751
3.625,13.125
2.3125,8.6875
0.1563,4.5
1.9063,2.9375
-0.9063,0.6875
-2.625,0.0625
0.9688,-1
-1.375,-0.6875
-0.5938,-0.1875
-1.2188,1.625
-0.5313,2.8125
4.75,5.0625
0.875,6.3125
0.4063,7.3125
1.4063,7.3125
1.9688,8
3.9375,7.25
4.25,6.125
2.5,4.1875
2.5,2.4375
2.4688,0.75
2.1875,-1.0625
-0.5938,-3.1875
-0.1875,-5.75
-0.625,-8.25
1.3438,-11.25
-2.875,-14.1876
-5.5313,-17.9376
-7.7813,-20.5626
-7.3125,-21.8126
-6.4688,-24.9376
-8.6875,-27.9376
-10.8438,-30.8751
-11.7813,-32.1876
-10.7188,-34.5626
-10.6563,-36.0626
-9.375,-38.6251
-14.0938,-40.3127
-14.0313,-42.3127
-15.0938,-44.0002
-14.2813,-45.3752
-14.0626,-46.6877
-17.6876,-48.3752
-14.9376,-49.5002
-19.2813,-51.5627
-15.5313,-53.0002
-17.5938,-53.9377
-17.9376,-56.5627
-18.3438,-57.5627
-17.1251,-58.2502
-16.6251,-60.0002
-17.5001,-59.6252
-18.4688,-61.3752
-17.6563,-61.5627
-17.9376,-61.9377
-17.5001,-60.0002
-17.6876,-56.8752
-13.2813,-46.9377
-11.8438,-33.1251
-2.5313,-15.9376
-0.0625,4.1875
6.8438,22.8751
8.75,37.3126
14.2188,48.5002
15.4688,56.0627
19.1251,61.5002
17.0626,64.5002
18.4063,65.0628
19.0313,65.6878
18.8438,62.5627
22.1563,60.0627
18.9688,57.2502
20.2813,53.3752
19.5938,50.3752
17.5001,45.6877
15.0626,42.7502
13.5313,38.9376
13.2813,36.0001
9.375,31.8126
12.4688,29.0001
10.4375,24.6876
8.4063,21.0626
10.375,17.3751
5.7188,13.3126
6.2813,9.8125
3.4688,6.4375
3.0313,3.9375
3.4063,3.0625
3.5625,2.375
5.9063,1.625
1.2188,1.75
-0.3438,2.9375
0.3438,5.0625
4,6.125
2.9688,7.125
1,8.1875
0.8438,8.9375
2.4688,10.4375
4.4375,9.875
6.1875,8.6875
3.25,7.625
3.1875,5.625
1.75,4.5
3.6875,3.625
1.75,0.4375
1.0938,-2
0.0313,-4.8125
-0.0938,-7.5
-1.5938,-9.75
-0.7813,-12.9375
-4.7188,-15.8126
-6.5,-19.2501
-7.3125,-20.8751
-4.2813,-24.0001
-8.0313,-26.8751
-8.8125,-30.1251
-11.2188,-32.3126
-11.2188,-33.5626
-10.6563,-36.7501
-10.7188,-38.7501
-12.8438,-41.1252
-14.2501,-42.1877
-13.4063,-43.2502
-13.3438,-45.0627
-14.6876,-46.0627
-12.8438,-46.2502
-13.4688,-48.4377
-15.4688,-48.4377
-16.1563,-49.9377
-15.0626,-50.4377
-13.1563,-50.7502
-15.5938,-51.5002
-14.9688,-51.2502
-14.5001,-53.3752
-18.4376,-54.2502
-14.3126,-54.9377
-17.5938,-56.0002
-18.0938,-56.4377
-18.5313,-56.4377
-15.8438,-58.5002
-16.5313,-58.5627
-18.5626,-59.8752
-14.2501,-60.1877
-17.8438,-60.6252
-18.1876,-59.5627
-16.7501,-54.9377
-15.0626,-46.4377
-9.6875,-31.4376
-7.2188,-12.25
2.1875,7.25
7.9063,26.1876
16.6563,40.4377
17.0938,52.5002
17.1876,59.4377
24.1251,64.5002
24.0001,66.2503
25.3751,67.5628
21.9376,66.0003
18.8751,64.6877
23.6251,61.6877
20.2813,57.9377
19.1251,55.1877
19.4063,50.7502
17.2813,47.4377
17.0313,42.6877
16.7813,39.6877
16.5626,36.0626
14.4376,32.1876
11.0313,29.3126
11.625,25.6251
9.625,20.8751
10.8125,18.1251
9.7188,14.3751
7.8438,11.25
7,9.1875
6.2813,7
5.5938,6.125
3.6875,5.25
3.125,6.8125
5.0313,6.875
3.2188,8.5
6.4375,11.25
5.4375,11.9375
7.4375,13.2501
8.4375,14.5626
7.4063,16.0001
5.3125,16.0626
6.8125,14.9376
5.875,13.8751
7.375,12.4375
5.9063,11.6875
4.7813,9.5625
2.5625,6.875
3.2813,6
2.9063,3.25
2.25,0.3125
1.9375,-2
0.4375,-4.3125
1.25,-6.3125
-0.0625,-9.3125
-0.9375,-11.1875
-0.375,-14.3126
-3.375,-17.5626
-4.5625,-19.0001
-4.6563,-21.8751
-4.7188,-22.9376
-5.4375,-26.5626
-5.7813,-28.6251
-7.0625,-31.0001
-7.0313,-32.7501
-6.3125,-34.6251
-9,-36.2501
-10.5938,-38.9376
-8.9375,-39.9377
-10.2813,-42.2502
-10.6563,-42.5002
-12.875,-44.6252
-11.1875,-45.3127
-13.0313,-45.9377
-10.9063,-47.3127
-12.8125,-47.3127
-13.3751,-48.7502
-12.3125,-47.3127
-14.0626,-46.1877
-8.7813,-42.0002
-10.625,-34.0626
-4.9688,-21.6876
-0.25,-5.375
5.375,10.875
7.9688,26.8126
10.625,37.9376
16.0313,47.3752
16.4063,53.3752
20.1563,58.2502
17.4376,60.6252
21.0313,60.5002
19.5001,60.2502
19.1876,57.1877
17.9688,54.4377
17.7188,51.5002
17.1876,47.8127
14.0626,43.5627
15.5313,39.9377
12.625,34.3126
9.625,31.3751
9.4063,27.5001
9.4688,23.9376
9.8125,19.4376
8.2188,15.1876
5.8438,10.875
3.8125,7.4375
0.4688,3.8125
2,0.9375
-0.3125,-0.375
3.1563,-1.3125
1.4375,-1.5625
3.2188,-0.6875
6.0938,-0.875
1.375,6.6875
3.4688,8.125
3.625,9.0625
2.3125,9.3125
4.5625,9.875
2.5313,8.375
2.5,7.6875
1.1875,5.75
3.9375,5
1.625,2.9375
1.3125,0.875
0.125,-1.875
0,-3.5
0,-7
0.0938,-8.25
-0.375,-11.6875
-1.3438,-15.1251
0.9063,-16.8751
-0.8125,-19.5626
-4.4063,-21.5626
-3.4375,-24.0001
-6.0313,-26.3126
-3.0938,-28.1251
-6.6563,-30.0626
-9.3125,-32.5001
-8.6875,-33.1251
-9.75,-36.0626
-10,-37.2501
-9.7813,-39.2502
-12.9375,-40.6252
-13.2813,-42.4377
-11.5313,-43.6877
-12.875,-46.1877
-12.6875,-46.3127
-14.7188,-48.6252
-13.8126,-49.3752
-16.3751,-51.3752
-15.1876,-51.7502
-16.2813,-51.9377
-19.3126,-53.5002
-14.4063,-53.3752
-19.6876,-54.3752
-17.0626,-54.5627
-14.5938,-52.5002
-16.9376,-48.6252
-10.25,-39.0627
-11.3125,-24.6251
-3.625,-7.6875
3.75,11
10.6875,28.8126
8.6563,42.1877
13.7188,51.7502
15.5938,59.5002
17.8751,62.3127
18.2813,66.0628
18.3126,65.5628
22.0001,66.1878
17.5001,63.5627
20.7501,60.7502
15.9063,58.1252
15.5001,53.9377
14.1876,50.1877
15.1563,46.2502
10.6875,42.5627
11.8125,38.6251
7.375,35.3751
6.8125,32.9376
5.875,28.4376
6.4063,25.3126
7.625,21.1251
4.0625,16.7501
3.2813,13.3751
3.375,10.875
1.75,8.8125
0.7813,6.0625
0.7188,4.0625
0.2188,3.5625
-2.0313,3.5
3.0625,5
2.1875,6.3125
0.8125,8.0625
0.9688,10.375
0.875,12
4.625,13.2501
3.25,13
1.9375,12.625
2.6875,12.75
4.8438,12
4.9063,11
1.4375,8.5625
-0.0938,7.5
1.75,5.1875
1.9063,2.625
1.5,-0.25
-1,-3.4375
-2.375,-5.875
-1.5625,-8.0625
-1.75,-10.875
-4.9063,-13.6876
-5.9375,-16.8126
-6.25,-18.3751
-5.9063,-21.0626
-6.2188,-23.5626
-10.5313,-26.3751
-10.0938,-28.0001
-8.0313,-29.7501
-9.6563,-32.1251
-14.2813,-34.2501
-13.1563,-35.4376
-12.375,-36.0001
-12.8125,-37.6251
-11.2813,-39.1251
-11.875,-40.2502
-14.4063,-40.5002
-12,-41.8127
-14.2501,-43.2502
-14.4376,-43.6877
-15.0626,-44.2502
-16.1251,-46.1252
-13.6563,-46.5002
-15.4063,-47.8752
-14.7813,-48.8752
-14.1251,-49.1877
-14.9376,-51.4377
-14.5626,-50.8752
-15.7501,-52.6252
-17.4376,-52.6877
-17.3126,-53.9377
-16.3751,-52.0002
-14.7188,-49.1252
-10.7813,-42.7502
9.8125,37.6251
14.8126,49.6252
16.8438,57.9377
18.5626,64.0002
23.2501,67.1878
19.4063,71.0628
20.9688,68.3753
19.5313,67.0003
17.0938,61.7502
18.5626,59.3127
15.5626,55.6252
15.7813,52.0002
12.6875,48.8752
11.5625,44.3127
13.2188,42.0627
12.9063,39.1251
13.1875,36.0001
10.4688,32.0001
8.2813,28.4376
8.875,25.3751
5.4063,21.9376
4.75,19.3126
4.6875,17.0001
3.5938,14.5001
3.5625,14.3126
3.4688,13.8751
1.8438,15.3126
4.75,16.6251
5.5313,17.5626
5.9688,20.2501
7.5625,21.3751
6.125,22.5626
5.6563,22.4376
2.9375,22.8751
5.5938,22.3751
4.0313,20.5626
4.5625,19.8751
4.5313,17.6251
2.0313,16.6251
3.7188,13.5626
1.1563,11.375
1.1563,9.0625
-1.375,7
3.1563,4.375
-1.1875,1.5
-3.75,0.1875
-3.1563,-3.375
-3.0313,-6.5625
-4.25,-8.75
-4.8438,-10.8125
-6.7188,-12.875
-5.3125,-15.2501
-8.2188,-17.8126
-7.5,-19.1251
-6.3438,-21.3126
-9.625,-23.1251
-7.7188,-24.1251
-9.5625,-26.4376
-8.5,-27.0001
-8.4063,-28.1876
-10.2188,-30.1251
-9.6563,-31.7501
-10.8438,-33.0626
-10.7813,-34.3751
-12.0313,-35.3126
-10.875,-37.0626
-12.0313,-37.4376
-9.9688,-38.1876
-14.0313,-38.8126
-10.75,-40.0002
-11.125,-39.6877
-11.4688,-40.2502
-9.8125,-40.5627
-10.125,-40.0002
-9.7813,-37.7501
-10.3438,-32.3751
-6.25,-24.3126
-1.5625,-10.5
1.4688,4.125
9.2813,19.5001
12.125,33.3751
15.0938,43.8127
15.3438,52.5002
18.9063,57.7502
20.9376,62.0002
20.1876,62.6252
22.1251,62.6877
21.7501,62.0002
21.2188,58.7502
21.0938,56.8752
18.9376,53.1252
18.7813,49.6252
16.5313,45.9377
17.4688,41.5627
14.6563,38.0626
13.8438,35.1251
9.1875,31.2501
10.3438,27.6251
8.9063,24.4376
9.4375,20.1876
9,16.1251
9,12.6875
5,8.25
2.4063,6.8125
0.3125,5.75
2.25,4.4375
2.3125,3.0625
1.125,3.5625
-1,5.5
2.5313,7.0625
3.1563,9.8125
4.6563,11.5625
1.4063,12.5625
2.7813,13.6251
4.875,15.0001
6,14.2501
6.5,13.5626
6.8125,12.125
2.625,10.375
1.25,9.875
2.125,8.4375
2.9688,5.5625
2.9063,2.875
2.3125,0.5
0.0313,-2.25
-1.5625,-4.5625
-0.125,-7.125
0.6563,-10.0625
-0.6563,-12.6875
-2.875,-15.5626
-3.1563,-17.8751
-5.2813,-19.6876
-3.875,-21.7501
-4.8438,-23.9376
-3.4063,-25.5001
-6.75,-27.6251
-7.125,-29.3126
-7.3125,-30.9376
-9.5938,-31.8751
-7.0625,-33.5626
-6.75,-34.8126
-11.125,-36.8126
-11.0938,-38.5626
-13.4376,-39.1251
-11.1563,-40.4377
-11.4063,-42.2502
-13.5001,-43.5002
-13.3438,-44.6252
-15.5001,-45.9377
-15.7188,-46.0002
-14.4688,-47.8127
-15.2813,-47.8127
-16.4063,-48.8127
-15.9376,-48.7502
-16.0626,-49.1252
-12.8438,-47.8752
-13.7813,-43.8752
-8.9688,-35.8126
-6.9688,-23.0001
-0.75,-6.5625
2.0313,11
8.6875,26.1876
13.6876,39.8752
14.1876,48.3752
19.9063,56.5627
18.4063,61.1877
21.5626,63.9377
20.1563,65.3752
21.6251,63.4377
23.0626,62.4377
19.3126,60.5002
17.4063,56.1877
20.7813,53.3752
17.0313,49.7502
17.0313,45.7502
15.0938,41.7502
12.125,38.6251
12.9063,35.8751
13.6876,32.4376
9.0313,28.8751
8.875,25.5626
10.6563,22.5001
8.25,19.0001
5.8125,15.6876
7.125,13.125
6.5313,9.5
6.4063,7.75
7.75,6.75
4.3125,6.5
7.0625,7.0625
4.8125,7.875
4.4375,10.25
7.2813,11.3125
5.5,13.5001
6.9063,13.8751
5.25,14.2501
7.4375,14.9376
8.6563,15.1876
6,13.7501
2.1563,12.25
3.0313,11.125
3.6563,9.4375
3.25,7.25
3.3438,5.25
2.4688,2.9375
1.0313,0.6875
0.9063,-2.75
-1.5625,-6.25
-1.5313,-8.5
-3.375,-11.3125
-2.125,-14.5626
-4.4063,-16.4376
-6.875,-19.1251
-5.1875,-22.6251
-5.3438,-24.8751
-8.5,-27.2501
-7.875,-29.6251
-6.5,-31.0001
-9.75,-32.9376
-8.4063,-35.0001
-10.4063,-37.0001
-10.4375,-37.2501
-10.0625,-39.2502
-12.6875,-40.8127
-9.4688,-40.7502
-11.0938,-41.1252
-10.6875,-42.9377
-9.4063,-42.3752
-10.5625,-42.1877
-12.375,-43.8127
-11.625,-43.5002
-11.5625,-44.5002
-10.9688,-44.2502
-12.4688,-46.0627
-11.0313,-45.8127
-14.8438,-47.0627
-13.0938,-47.3127
-16.1251,-49.3752
-13.6563,-49.6877
-16.0313,-50.0002
-13.8751,-52.5002
-15.6563,-52.3752
-15.8126,-54.9377
-16.0001,-55.7502
-16.3126,-55.8752
-16.0938,-57.5002
-15.2501,-57.3752
-17.8438,-56.3752
-14.2501,-51.1252
-11.1563,-42.6252
-9.6563,-27.5001
-3.0625,-9
1.4063,11.5625
10.4688,29.0001
13.9688,49.4377
18.3126,58.5002
17.4376,64.7502
23.1876,68.3753
24.3126,70.0003
21.5626,70.6878
23.2188,69.4378
20.8126,66.5628
21.8126,64.0002
22.1251,59.6877
17.4376,56.8127
17.1563,54.0627
15.6251,50.0002
16.2813,46.6252
13.8438,43.1252
11.75,40.6252
11.1563,38.4376
11.0625,34.3751
9.9063,30.6876
9.0625,27.8126
8.2188,23.6251
10.5625,20.8126
6.4375,17.7501
6.8125,15.6251
5.0313,13.6876
3.8438,13.1251
5,12.25
3.5313,12.5625
6.2188,14.1876
6,16.1876
6.3438,17.0626
6.9063,19.7501
5.8125,19.5001
9.3125,20.1876
8.8125,19.6251
8.9063,19.5001
9.0313,18.6251
6,17.1251
7.5625,15.5626
6.0938,13
7.0625,11.9375
5.6563,9.25
5.125,6.6875
6.5,4.4375
3.1563,2.125
5.4688,-0.9375
3.7188,-4.375
0.2813,-6.6875
0.4688,-9.8125
-3.4375,-12.3125
-2.6563,-14.0626
-4.25,-17.4376
-1.9375,-19.3751
-3.1875,-21.0001
-3.2188,-23.2501
-5.9688,-24.0626
-5.6563,-26.4376
-4.4688,-28.2501
-5.9063,-29.2501
-5.375,-30.0001
-8.7813,-32.3751
-9.2813,-32.6876
-8.5938,-34.9376
-10.8438,-35.5626
-11.5625,-37.3126
-10.6563,-37.5626
-12.4375,-39.5627
-11.1875,-39.3127
-12.875,-40.1252
-9.5,-41.5002
-11.4688,-41.6877
-11.875,-42.0002
-11.0313,-43.3752
-9.75,-43.6252
-13.125,-44.5627
-11.8438,-43.8127
-13.7813,-43.7502
-8.9375,-41.0627
-10.9063,-34.3751
-6.375,-25.0001
-0.5313,-9.375
2.5625,6.3125
8.3125,21.3751
11.4063,34.5001
15.1563,44.8752
18.9376,52.3127
18.3751,57.6877
20.9376,60.6252
20.4063,60.8752
21.1251,62.0627
20.7813,59.3752
18.9063,57.3752
22.0313,54.2502
18.0001,50.5627
17.1876,46.7502
14.6876,43.2502
16.4063,39.1876
13.3126,34.5626
8.5,30.5001
10.5313,27.8126
10.4375,25.1876
8.4375,20.5626
7.1875,16.9376
6.5938,12.875
5.6875,8.8125
5.1563,5.5
4.9375,2.875
2.75,1.0625
1.2188,0.9375
2.6875,0.5
2.9688,1.0625
2.0938,2.5625
2.8125,4.5
1,6.875
6.8438,9
6.3125,9.875
5.9375,11.4375
4.375,12.9375
7.1875,10.8125
6.1563,10.9375
5.2813,9.3125
5.25,8.4375
6.6875,5.875
2.4063,3.9375
5.1563,1.9375
2.1563,-1.3125
2.2813,-3.3125
4.6875,-5.625
0.9688,-8.25
-0.7813,-10.625
1.4063,-12.8125
0.0625,-15.1251
-1.375,-17.5001
-4.9063,-20.2501
-3.0625,-22.8126
-2.6563,-24.6251
-3.75,-26.9376
-4.7813,-28.0001
-7.5,-30.7501
-7.3125,-33.1251
-7.1563,-34.6876
-8.6563,-37.1876
-8.0313,-37.8126
-9.4063,-41.4377
-9.8125,-42.4377
-13.2813,-43.6252
-9.9688,-45.5627
-12.9063,-46.5627
-12.7813,-47.6877
-14.1563,-47.8752
-15.6563,-49.6252
-13.2813,-49.5002
-14.4688,-49.1252
-12.0938,-49.6877
-12.4375,-47.6252
-13.7501,-45.8127
-9.9063,-38.6876
-9.75,-27.6251
-2.3125,-11.6875
0.125,6.0625
4.9063,21.3751
10.25,35.8126
11.9688,45.8752
16.8438,53.0002
18.0938,58.2502
20.1563,63.0002
21.0313,62.8752
20.9063,61.6252
23.8126,59.1877
18.8751,56.0627
17.9376,52.8127
16.0001,48.8752
15.0001,44.9377
14.3126,41.6877
12.9688,37.5626
10.8438,33.6251
12.6875,30.0001
10.0625,26.8751
8.9375,23.8126
8.8438,19.0001
7.1563,15.6251
7.9375,12
5.6875,9.3125
5.1563,6.1875
3.7188,3.75
2.25,2.5625
3.5938,3.8125
4.125,4.75
6.0938,7.9375
7.4688,10.3125
4.9063,12.9375
5.75,16.8126
5.2813,19.5626
5,21.8126
7.3125,24.5626
6.875,25.3126
6.4375,25.7501
4.8125,25.3126
5.375,25.8751
11.25,28.3751
10.4375,32.1251
14.6251,36.0001
15.6251,39.1251
17.7813,39.0627
15.3438,37.2501
15.1876,32.1251
11.375,26.9376
8.5938,22.6876
6.8125,18.2501
6.9375,14.0626
7.4688,11.125
5.8125,7.625
3.5938,2.3125
1.625,-5.3125
-2.9375,-13.0625
-4.6875,-19.7501
-7.0625,-26.0626
-7.625,-32.5001
-6.875,-35.0001
-8.4688,-40.0627
-11.25,-44.5627
-10.8438,-49.3752
-15.0313,-53.1877
-12.9063,-57.2502
-16.6251,-60.3752
-20.6563,-64.1877
-18.7188,-66.5003
-19.4063,-70.8128
-21.7501,-73.1253
-20.6563,-75.5003
-21.2188,-77.3128
-25.2188,-81.0628
-23.5626,-80.3128
-25.9688,-80.0003
-23.2188,-78.4378
-24.7188,-77.5003
-22.1251,-76.3128
-20.7813,-74.0628
-19.0938,-73.2503
-16.8126,-68.3128
-19.0313,-62.1877
-13.4063,-49.1877
-9.0938,-31.4376
-0.7188,-8
3.7813,14.5001
13.0625,35.4376
19.0626,52.5002
21.4688,66.1878
26.8439,76.8753
30.8126,86.4378
34.2189,92.4379
35.1564,98.1879
36.0314,102.1879
39.5939,104.8754
37.5939,104.6879
39.5939,103.5004
37.2189,103.1254
36.6876,100.8754
37.3126,98.3754
33.7814,97.0004
36.8126,93.1254
37.3751,87.6878
34.2501,80.1253
27.0626,71.0003
26.1251,60.7502
21.2501,48.1252
16.0001,35.8126
11.5625,23.8126
6.2813,13.6251
5.7813,5.625
-0.6563,-2.1875
-1,-8.5
-5,-14.6876
-8.25,-18.0001
-8.1563,-20.1876
-9.875,-22.1251
-8.2813,-22.6876
-9.9375,-23.7501
-10.8438,-23.9376
-10.2188,-23.8751
-10.125,-25.3126
-11.3125,-25.7501
-11.0938,-28.3126
-12.4375,-30.8126
-10.875,-33.0001
-11,-35.8126
-15.0313,-38.5001
-11.375,-41.3127
-17.0938,-43.6877
-13.3438,-43.6252
-12.4063,-41.1252
-6.3438,-33.2501
-4.875,-23.8751
-0.1875,-15.5001
5.4063,-5
5.7188,4.5625
14.1563,15.6876
17.5938,28.6876
18.5313,36.2501
21.2813,41.0002
19.8751,42.1252
17.7501,40.6252
20.8751,39.5002
15.9688,36.4376
16.8126,34.0626
19.1563,31.3126
15.1251,26.6251
17.8126,21.8751
12.3125,19.2501
10.8125,15.1876
10.375,14.3751
11.5938,13.8126
12.2188,14.8751
12.3125,15.5626
8.8125,17.2501
10.375,19.1251
11.75,20.1251
10.3125,20.8751
1.75,1.5625
-1.4375,-7.1875
-7.9063,-16.5001
-7,-26.8751
-10.9688,-1.25
-4.625,8.6875
-2.1875,14.8751
-2.0625,19.1876
-0.9063,21.2501
-0.9063,21.4376
-1.875,21.5001
-0.125,19.8751
3.75,18.5001
1.5313,17.8126
1.0938,17.0001
-1.3125,16.8751
-1,16.7501
1.1563,20.1876
4.0938,24.6876
6.75,30.3751
14.5938,36.0626
20.5001,52.3127
23.9063,56.3752
24.8126,58.1252
24.4688,59.8127
26.0626,59.8127
23.7188,59.0002
23.4063,58.9377
25.3126,59.9377
26.8751,61.3127
29.4376,61.1252
28.5626,60.8752
27.3126,59.3752
26.7189,58.8752
27.4689,56.6877
24.8126,55.3752
23.7813,54.0002
21.9376,54.4377
24.3438,55.4377
23.7813,54.1252
23.2501,52.0627
21.3126,49.2502
20.9063,45.6252
9.4375,24.4376
7.375,15.2501
2.6875,6.875
1.1875,-1.4375
-0.9375,-10.6875
-32.6251,-98.5004
-37.3126,-101.2504
-35.6564,-103.3754
-33.8751,-104.1254
-31.6251,-104.7504
-31.4376,-106.8754
-30.5939,-100.4379
-26.5314,-94.8129
-22.1876,-86.1878
-16.3438,-73.5003
-14.8751,-56.3127
-8.75,-34.5001
3.1875,-8.25
32.3751,76.6253
34.7189,88.3753
35.5626,96.8129
36.0939,99.9379
37.0626,102.6879
36.3751,101.6879
39.1564,102.0004
37.5626,101.0004
40.8752,101.0629
38.2501,99.9379
39.2501,96.6254
38.6251,92.8129
29.7189,88.0628
30.6876,82.0628
28.0001,77.7503
26.2501,73.0628
28.9376,71.2503
25.5001,69.0628
23.9376,67.0003
22.9376,61.8752
23.6563,57.2502
13.6251,45.6252
11.75,37.5626
6.7813,27.9376
5.0625,19.0626
-1.625,11
-0.3438,5.1875
-1.9375,0
-4.4688,-4.5
-4.4063,-8.375
-7.5313,-12.9375
-8.75,-17.1876
-9,-21.6251
-10.9063,-25.3751
-10.875,-29.7501
-15.2501,-32.5626
-13.7501,-34.6251
-15.2188,-36.6251
-17.5001,-37.7501
-16.1876,-41.7502
-19.5626,-45.4377
-18.8438,-49.1877
-20.7501,-54.7502
-19.9376,-59.1252
-22.1251,-64.6252
-22.7188,-68.1878
-22.5313,-69.5003
-22.1563,-70.5003
-20.9376,-67.5628
-18.4063,-65.5002
-15.9063,-59.7502
-13.125,-51.8127
-10.3438,-44.6877
-5.9063,-35.3751
-4.4688,-26.3751
-2.375,-19.0001
3.6875,-11.8125
2.0625,-5.9375
7.8438,-0.625
7.9688,4.4375
8.375,5.4375
8.2188,7.0625
4.4375,5.1875
4.5313,3.5
3.7188,2.4375
6.4063,-0.25
5.6875,-3
1.5938,-6.3125
4.3438,-9.5625
4.375,-11.9375
2.9688,-15.1251
1.6875,-14.5626
-2.6563,-12.75
-0.125,-4.875
6.1563,6.8125
9.9688,21.0001
13.7501,36.5001
17.6563,50.1877
19.3126,61.8127
20.9376,68.2503
21.2188,73.9378
23.5626,75.4378
20.1251,74.0628
22.3438,72.2503
18.1876,67.1253
18.6876,62.3127
16.8438,55.9377
13.0625,48.2502
11.5313,38.6251
4.625,27.9376
4.4688,18.5626
0.375,8.5625
-4.75,1.3125
-7.625,-6.25
-9.125,-11.25
-10.5938,-15.6876
-12.1563,-19.1876
-13.0313,-23.2501
-15.4688,-24.8126
-12.9063,-27.3751
-13.1876,-29.9376
-13.0938,-31.8126
-15.1251,-33.8751
-12.875,-35.5001
-12.7188,-37.8126
-13.8438,-39.4377
-15.0626,-38.6251
-14.0626,-36.6251
-9.875,-33.1876
-10.5938,-27.5626
-6.7813,-20.7501
-3.0313,-13.5001
-0.4063,-5.375
2.3438,2.8125
5.875,10.6875
7.4375,18.3126
12.25,26.2501
12.75,33.8751
18.3751,40.3752
19.5626,45.1252
19.8126,48.0002
22.4063,51.5002
22.1563,51.9377
22.0938,51.9377
22.5938,50.3752
21.3438,49.6252
20.8126,47.8127
21.6876,48.0002
18.1876,46.3752
19.7188,42.6252
16.3438,38.2501
17.4376,34.1251
15.8126,30.3126
11.8125,25.9376
10.2188,21.8126
9.3125,18.7501
8.625,15.8126
8.6875,12.875
8.1875,9.125
8.375,4.3125
5.125,0
1.8438,-7.625
-6.9063,-14.5001
-8.2188,-20.5626
-10.5,-27.9376
-10.9688,-34.3751
-10.6563,-40.3752
-14.3126,-47.4377
-13.5313,-54.7502
-19.0313,-62.5627
-21.7501,-70.8128
-26.3126,-78.7503
-28.5939,-86.2503
-30.7501,-93.7504
-33.6564,-98.4379
-36.4376,-104.7504
-38.7814,-107.8754
-38.6564,-112.2504
-39.9064,-114.3129
-42.2814,-117.063
-39.3127,-117.313
-43.2814,-116.0629
-40.0939,-111.9379
-38.1564,-103.8129
-31.8751,-87.0003
-26.4064,-64.9377
-16.6251,-39.2501
-10.9688,-13.5001
-1.3125,7.75
6.5,27.0626
11.2188,44.5627
19.8126,61.7502
24.7188,75.5628
26.0001,83.8128
30.9689,91.1879
31.0314,95.8754
34.8126,98.1254
35.9376,100.4379
34.4376,99.8129
37.4064,100.0629
34.7189,97.1879
33.0626,94.1879
31.3439,90.0628
31.6564,85.3128
27.2501,81.3128
29.1251,76.0628
27.3751,69.9378
25.5313,65.3127
25.0938,60.3127
21.7501,55.4377
20.5938,52.3752
19.5626,48.3127
16.0938,48.0002
16.5313,47.0627
18.4688,47.6877
18.8438,48.1877
14.6563,49.3752
16.1563,49.2502
17.3751,47.2502
13.2501,44.3752
12.0313,40.5627
8.0313,35.0626
7.375,30.8751
6.5625,25.7501
1.0625,21.7501
0.8125,17.3751
-2.0938,12
0.8438,6.5625
-1.9688,0.6875
-7.8438,-6.125
-7.9063,-14.3126
-13.5938,-23.7501
-18.1563,-33.7501
-19.4063,-42.6252
-22.4376,-50.1252
-23.5313,-56.8752
-24.9063,-63.2502
-25.9688,-69.2503
-28.9064,-75.1253
-29.5939,-80.2503
-34.6876,-82.8753
-32.0626,-86.0003
-32.7189,-87.3128
-29.7501,-88.5003
-31.9689,-87.9378
-31.1564,-88.6878
-28.3751,-87.6878
-32.3439,-86.6253
-25.5938,-85.9378
-29.1251,-84.6878
-24.4688,-82.2503
-26.0938,-78.7503
-22.0626,-75.2503
-25.2188,-71.4378
-18.3126,-67.6253
-20.6876,-63.7502
-18.2188,-58.3752
-13.8126,-53.5627
-9.9688,-45.4377
-8.9063,-37.0001
-3.8438,-28.7501
-2.6563,-19.3751
2.375,-10.5625
2.625,-0.75
9.5938,11.5
8.8125,25.5001
14.1876,39.3127
19.0938,55.3127
23.6563,71.2503
30.9376,82.8128
33.7814,92.6879
34.9064,100.3754
33.7501,103.3754
36.4376,106.7504
34.5939,108.0004
35.3439,106.3754
34.2189,105.0629
35.5001,102.1879
30.9376,98.1254
34.5314,93.2504
29.8439,86.3128
26.1563,79.8128
24.1876,73.8128
21.6876,66.6878
18.6251,59.0002
16.6563,52.6252
14.8438,46.3127
13.7813,40.0002
11.7188,32.1251
10.8438,23.6251
6.75,13.0625
-0.4375,2
-2.125,-7.4375
-6.125,-17.3751
-10.8438,-25.0001
-10.5,-30.0001
-11.1875,-34.3126
-14.0001,-35.6876
