Red,IR
-9.0938,-11.625
-2.5625,0.125
-3.0313,10.3125
4.25,18.7501
4.8125,27.2501
7.4375,32.0626
11.9375,36.5001
10.9375,39.3752
14.8438,41.5002
13.3438,42.5002
13.5001,41.2502
17.9688,41.1252
13.6876,39.3751
14.8751,37.8751
13.7188,37.0626
12.4375,35.2501
11.1563,33.8751
15.9376,32.5001
11.5,30.2501
12.75,28.0626
10.8125,26.6251
9.9375,25.1876
11.5625,23.8751
9.4063,21.4376
7.4375,19.3126
6.5313,18.3126
7.1875,16.3126
3.875,15.5001
7,16.1876
5.4688,16.3126
6.0313,17.1251
9,19.4376
9.5313,20.3751
9.4063,20.7501
11.2188,21.6876
11.4063,20.5001
8.8438,12.875
10.3438,10.4375
7.875,8.75
7.0625,6.4375
6.0938,5.0625
7.0625,2.6875
4.9063,1
5.9063,-0.75
4.4688,-2
6.75,-4.3125
2.625,-6.5625
1.1563,-8.4375
1.1563,-11.375
-1.6563,-15.3126
-2.5,-17.8126
-0.3438,-20.4376
-3.75,-22.9376
-4.4688,-24.9376
-4.7188,-27.1876
-7.5,-27.8126
-6.6563,-29.6251
-9.8125,-30.8126
-9.25,-31.3126
-10.3438,-33.1876
-9.1875,-33.7501
-9.8438,-36.6251
-12.25,-37.4376
-10.1563,-39.5627
-13.125,-39.3752
-13.2813,-39.1877
-9.7813,-33.2501
-10.5313,-25.7501
-5.0938,-15.4376
-2.9688,-3.1875
1.8125,5.875
4.1563,15.0626
5.1875,22.8751
10.25,28.0001
8.1563,32.5626
11.75,35.5001
8.125,37.6251
12.1563,37.3751
7.75,36.9376
10.7813,35.6251
10.0313,34.5001
9.2188,32.1251
8.5,30.3751
8.1875,26.4376
6.8125,23.8126
4.6875,20.0001
3.875,16.1876
1.7813,11.9375
-0.1563,8.9375
0,5.875
-0.2188,3.25
-0.6875,0.6875
-1.625,-0.625
-0.6875,-3.4375
-5.6563,-5.6875
-4.25,-6.25
-4.75,-6.5625
-5.0313,-5.6875
-3.3125,-4
-1.0313,-3.625
-2.5,-2.375
-4.0625,0.125
-4.5625,0.5
-2.3438,1.4375
1.8125,1.8125
-1.4375,3.3125
-1.9375,4.0625
2.6563,4.375
-0.7188,3
1.0938,2.25
-1.0938,0.5
0.2813,-0.8125
1.2813,-2.4375
-0.8438,-3.5625
-2.0938,-4.875
-2.9688,-6.75
-1.5625,-7.75
-5.2813,-10.0625
-3.2188,-10.625
-4.375,-12.625
-3.8438,-14.9376
-7.9375,-15.8751
-7.8438,-17.0626
-5.5938,-17.8751
-4.9688,-20.3126
-7.75,-20.5626
-5.9375,-22.5001
-9.6875,-23.0626
-8.75,-22.6876
-5.7188,-23.0626
-9.375,-24.1876
-8.25,-24.1876
-11.875,-26.1876
-9.9063,-27.0001
-12.5625,-28.8751
-10.6875,-29.3126
-13.3751,-30.6251
-11,-30.7501
-9.3438,-31.6251
-11.4688,-31.8751
-9.6875,-33.0626
-8.9688,-34.8126
-14.0001,-35.3126
-11.2188,-36.7501
-12.6875,-37.6251
-12.2188,-35.7501
-10.125,-34.2501
-9.9375,-29.0626
-6.5,-21.4376
-3.375,-11.5
-0.625,0.75
4.5938,10.8125
5.5313,20.6251
8.0625,27.8751
9.6875,33.5001
11.4688,38.6876
13.5938,41.1877
13.7813,43.3127
13.5001,43.9377
11.25,42.7502
11.9063,42.1877
12.5625,40.3752
12.7188,39.6877
12.0313,37.5001
11.4688,34.5001
10.5313,31.8751
7.5313,28.8751
5.5938,24.9376
8.5938,21.2501
3.9063,18.3751
3.2813,15.0001
-0.5938,10.625
0,7.25
-2.125,4.625
-4.2188,2
-2.0313,-0.0625
-0.0625,-2.75
-4.1563,-4.4375
-5.5625,-4.75
-2.7188,-5.0625
-3.6875,-5.5625
-2.5313,-5.375
-3.9063,-4.625
-3.9375,-4.3125
-3.4063,-4.8125
-6.2813,-5.5
-7.125,-5.4375
-5.9375,-5.5
-3.9063,-5.25
-7.1563,-5.5
-7.9063,-5.1875
-6.9063,-6.25
-9,-6.375
-6.3125,-7.25
-7.5313,-9.5625
-5.8125,-9.875
-6.5625,-12.3125
-8.5313,-13.6251
-7.9063,-15.0001
-8.5313,-16.3751
-9,-18.4376
-11.0938,-19.6251
-9.625,-21.6876
-10.0313,-22.6876
-7.4063,-24.5626
-11.9063,-25.3126
-10.3125,-27.4376
-11.3438,-28.3126
-10.9688,-29.1251
-10.5313,-30.3751
-11.8438,-31.6876
-10.9688,-32.0626
-9.6563,-32.4376
-11.5938,-32.2501
-8.625,-31.3126
-11.2813,-31.6251
-9.2813,-30.5626
-8.0313,-30.5001
-9.0938,-30.5001
-11.4375,-30.9376
-10.5938,-31.5626
-11.7813,-32.6251
-15.9376,-32.5626
-11.4375,-32.8751
-13.5313,-34.1251
-13.9688,-34.0626
-12.6875,-34.2501
-13.2188,-34.8751
-11.1563,-34.4376
-13.1563,-34.8751
-14.7501,-35.0001
-12.7813,-34.1251
-12.2188,-34.1251
-11.5,-33.6876
-14.2501,-32.6251
-8.9063,-30.0626
-8.9063,-24.9376
-4.3438,-16.2501
-1.1875,-4.8125
1.8438,6.5
5.8125,17.5001
9.6875,26.3751
10.6875,33.8751
10.9063,41.3127
13.8751,45.5002
16.0626,48.8752
18.0626,50.5627
15.0626,50.7502
16.4376,49.6877
16.5626,48.9377
15.0626,46.3127
12.5,43.7502
12.5,41.6877
15.1876,39.4377
16.1563,37.5626
10.6563,35.5626
11.4688,33.9376
12.75,30.6876
9.5313,27.1251
6,24.2501
5.625,20.0001
4.625,16.5626
3.5,12.3125
0.5938,7.625
-0.9063,4.125
-1.3438,1.4375
-1.2188,-0.75
-2.8438,-2.1875
-1.6563,-2
-2.125,-1.5625
-2.1875,-0.125
-1.0625,0.8125
-1.3125,2.9375
1.3438,2.5
0.875,1.375
-0.7813,0.6875
0.4375,-0.125
-5.2813,-0.25
-4.9063,-0.3125
-2.2813,-2.125
-1.5938,-3.3125
-2.5938,-5.5
-3.5313,-6.5
-5,-9.4375
-6.8125,-11.4375
-6.2188,-15.0001
-5.5625,-17.1876
-9.625,-19.1251
-11.625,-20.7501
-9.0313,-21.8751
-8.5938,-23.1876
-10.7188,-24.9376
-13.1563,-25.8751
-11.8438,-26.8126
-13.4376,-28.0001
-11.9063,-29.1251
-13.0625,-31.0001
-15.1251,-31.3126
-15.1563,-32.0626
-14.6563,-32.5626
-15.7501,-32.6876
-13.5938,-34.0626
-17.0626,-33.4376
-13.6563,-34.0626
-14.4688,-35.1251
-14.8126,-35.6876
-12.5313,-36.4376
-13.4063,-36.2501
-12.3125,-36.0626
-11.8438,-36.8751
-13.3126,-36.8751
-13.6563,-36.3751
-11.5625,-36.1876
-11.375,-36.1251
-10.9688,-34.0626
-10.0938,-31.3126
-6.4688,-24.3126
-7.1563,-16.6251
-3.5625,-5.3125
-1.375,6.3125
4.9688,15.9376
9.0625,26.3751
12.6875,34.1876
15.8126,41.0627
13.8751,46.0002
17.8438,49.0627
16.9688,52.2502
16.3126,51.1252
17.4376,51.8127
17.0938,49.8752
18.3126,48.8752
15.2188,46.3127
16.1251,45.1252
12.2813,43.0002
14.0626,40.1877
12.75,38.5001
14.0001,36.4376
14.4063,33.4376
12.4688,31.0626
10.1875,28.6876
8.5625,26.0001
11.0313,24.1251
12.3438,21.3126
10.1563,18.3751
5,15.1251
7.2188,13.1876
6.6563,10.3125
5.7188,9.3125
3.75,8.5625
4.2188,9.0625
6.0625,10
7.5625,10.0625
5.0313,11.25
5.25,12.5625
6.4688,12.875
7,13.0625
6.6875,11.875
5.9063,10.75
6.5938,10
5.4688,7.4375
3.25,3.875
1.3125,2.375
1.7813,-0.1875
-0.2813,-1.8125
3.625,-3.75
3.0625,-5.5625
0.2813,-7.6875
0.1875,-9.75
-3.2188,-11.875
-3.625,-15.8751
-0.6563,-19.3126
-6.0938,-22.5626
-8.5938,-26.4376
-11.125,-29.5001
-13.6563,-31.6251
-9.75,-34.6251
-11.6563,-35.9376
-11.9063,-37.5001
-13.1876,-39.7502
-11.9688,-40.5627
-12.2813,-43.1252
-16.1251,-44.0002
-17.6251,-45.6252
-18.0626,-47.2502
-20.4063,-47.5002
-19.0626,-49.2502
-18.0938,-49.6252
-18.9376,-50.1252
-16.8438,-50.8752
-17.5626,-51.7502
-19.2501,-52.3127
-19.8438,-52.4377
-18.8751,-52.8752
-19.3438,-53.3752
-18.6563,-52.6877
-18.2813,-50.5627
-18.9688,-48.3752
-14.0626,-41.1252
-13.3751,-31.8126
-7,-18.1251
-7.2188,-5.5625
-0.4375,7.6875
3.4688,18.5626
5.5938,26.1876
9.5313,35.0001
7.9375,39.3127
11.375,43.8752
10.5625,47.2502
14.5938,48.4377
13.9063,48.2502
14.7813,48.2502
13.1876,45.6877
12.875,45.3127
9.8438,44.1877
10.9063,42.0627
14.5001,41.5627
14.7188,41.0627
15.3751,39.3127
11.4063,38.0001
12.0313,36.4376
10.3125,34.3751
9.1563,33.0626
11.1875,31.0001
10.1875,28.0626
10.0625,26.5001
10.375,24.6876
8.375,23.5001
4.875,21.4376
5.75,21.0626
4.5,21.4376
3.2813,21.1876
4.375,21.5001
5.5,21.8751
5.9063,21.6251
6,22.0001
4.5625,21.7501
7.125,22.1876
8.125,21.2501
7.6875,21.2501
9.3438,19.8126
5.0313,18.6251
3.9375,17.6876
7.4063,16.5001
7.75,13.8126
6,11.8125
6.375,9.1875
4.25,6.0625
5.75,3.9375
3.6875,1.4375
-0.5938,-0.625
1.625,-2.5625
2.4375,-4.9375
-0.1875,-7.5
-1.6563,-8.4375
-0.2188,-10
-1.8438,-13.1251
-2.4375,-15.7501
-2.0313,-18.4376
-5.6563,-21.3751
-5,-24.3751
-7.5625,-27.2501
-9.3438,-29.0626
-11.0313,-31.6876
-12.4063,-32.6251
-11.5625,-32.7501
-10.6875,-33.1251
-13.6251,-33.3126
-9.4688,-35.2501
-12.5313,-37.6251
-12.4063,-39.0627
-16.1876,-41.7502
-15.4063,-44.9377
-18.1876,-46.8752
-18.7188,-49.5627
-18.4688,-49.4377
-21.0626,-49.6252
-19.5001,-50.7502
-21.8126,-50.7502
-18.7501,-50.8127
-20.6251,-48.5627
-16.5313,-45.0002
-15.5313,-37.0626
-11.9688,-26.6251
-12.0625,-13.9376
-4.8438,-1.125
-3.6875,11.25
1.625,20.3751
6.5,30.1251
6,37.1251
9.9688,42.3752
9.9688,46.1252
9.875,46.6252
12.875,48.2502
14.3438,47.6252
12.9063,46.8127
12.7813,46.3752
14.0938,44.5002
14.0938,43.8752
12.6875,41.9377
12.2188,40.8127
14.0001,39.5627
10.625,38.6876
11.7813,38.1251
12.5,36.5626
13.125,34.8751
9.25,34.0001
12.9375,32.2501
11.7813,30.3126
11.75,29.2501
12.6563,29.1876
9.4375,26.6251
8.7813,24.8751
10.7188,24.4376
9.7188,27.1876
12.9063,27.8751
10.9688,31.0001
12.9063,32.0001
11.5,32.9376
12.5625,33.7501
14.1876,33.3751
12.8438,33.6876
13.7813,32.8126
13.2813,31.6876
11.9375,29.8751
12.0313,28.8751
12.0313,25.7501
9.6875,24.5001
9.375,22.5626
9.8438,20.5001
6.1563,18.0626
7.4375,15.5626
5.9375,12.9375
2.9688,10.875
6.2188,8.1875
0.7188,6.1875
-0.1875,3.5625
0.9375,1.75
0.0625,-1.4375
0.375,-4.25
-2,-7
-0.9063,-10.125
-4.2813,-11.5
-5.0625,-15.4376
-8.0938,-18.8126
-7.375,-20.3751
-10.9063,-23.7501
-9.5313,-24.8751
-9.8438,-27.2501
-10.7188,-27.6251
-11.7813,-30.0626
-10.9688,-30.6251
-11.2813,-31.9376
-14.4063,-33.9376
-13.7188,-34.6876
-12.75,-34.0626
-11.3125,-35.5001
-12.625,-34.6251
-14.1563,-36.3126
-11.625,-35.6251
-11.25,-35.5626
-8.9063,-32.7501
-7.9063,-26.5001
-8.2813,-17.0001
-3.6875,-6.8125
-3.4688,5.625
1.9375,15.5001
5.375,26.5001
7.375,33.3126
12.6875,39.6877
13.8751,45.0627
13.9376,46.5002
14.2813,48.1252
12.5625,47.9377
16.5938,46.9377
13.3438,45.5627
13.3751,42.8752
12.3125,41.1252
14.0001,38.6876
12.9063,36.1251
15.9376,33.6251
11.25,30.8751
10.75,29.2501
9.9375,27.5001
10.8125,24.3126
10.1563,21.5001
6.875,19.0626
6.5625,15.4376
8.1563,12.9375
5.8125,10.875
4.6875,9.625
3.6563,7
2.9375,7.0625
4.2188,6.5625
1.0313,6.5625
2.8438,7.875
2,8.1875
2.8438,9.0625
4.25,10
6.125,10.75
2.6875,11.5
3,10.3125
2.125,9.875
2.8438,9.5
1.7188,8.375
1.625,6.4375
0.0313,4.5625
1.0313,3.5625
-0.8438,0.5
-0.9063,-1.3125
2.4063,-3
0.6563,-5.0625
-0.5313,-7
-1,-9.9375
-4.2813,-11.25
-6.0938,-13.4376
-3.1875,-16.5001
-5.75,-18.3126
-4.7813,-20.0001
-6.0313,-22.6876
-8.4063,-24.5001
-6.875,-25.8126
-5.6563,-27.8126
-7,-28.8751
-7.2813,-29.9376
-9.9063,-31.5001
-7.6563,-33.0626
-13.3126,-34.5001
-10.6563,-35.8126
-11.5,-36.7501
-12.5625,-39.1252
-11.875,-39.5002
-13.8751,-40.7502
-11.1875,-42.8127
-13.6251,-42.8752
-12.25,-45.1877
-11.2813,-45.8127
-14.7188,-47.1252
-11.375,-47.3752
-15.8438,-47.6877
-14.5938,-47.9377
-13.1875,-46.1877
-14.3751,-42.5002
-11.75,-36.7501
-6.5313,-25.1876
-4.875,-11.25
-1.1563,1.5625
3.6563,14.5626
5.2813,23.9376
11.375,33.6876
11.8125,41.1877
11.5938,45.6877
16.8751,49.6252
15.3751,51.4377
17.6876,51.8752
14.6251,51.5002
13.8751,49.3127
14.0313,47.8127
12.3438,45.1252
10.7813,43.5002
12.4375,40.4377
8.8125,38.5001
11.3125,36.6251
13.4688,33.5626
8.75,31.8126
7.4375,28.8751
5.2188,27.1251
6.5,23.5001
4.3125,22.1876
3.5938,18.6251
1,15.1876
2.9063,13.5626
2.5625,10.875
2.9375,10.6875
3.4688,8.875
3.9375,8.3125
5.0625,8.875
4.1563,9.625
2.4375,11.0625
2.7813,11.125
6.8438,11.125
5,11.8125
6.4688,12.25
5.5,11.0625
6.25,10.5
5.2813,9.8125
7.5625,8.25
-0.9375,-6.75
1.625,-7.625
-0.9688,-11
-2.9063,-13.8126
-3.9375,-15.6876
-4.5625,-18.6251
-6.375,-21.0626
-9.2813,-23.1251
-8.0938,-25.7501
-10.1875,-28.4376
-9.9063,-29.4376
-11.3125,-32.0626
-11.5625,-32.8126
-10.9688,-34.8751
-9.9375,-36.7501
-11.7188,-36.9376
-9.5625,-38.6251
-13.5938,-38.8126
-10.5,-40.0627
-13.7501,-39.8127
-13.9376,-41.6877
-12.1563,-41.2502
-14.6563,-42.2502
-12.2813,-42.1252
-13.8751,-42.3127
-14.2813,-43.5002
-13.1875,-43.8127
-14.1251,-45.6877
-14.3438,-45.8127
-16.2188,-46.5002
-14.8751,-48.8127
-14.7188,-49.8752
-17.5938,-50.4377
-14.1563,-51.5627
-18.6251,-52.3752
-18.4376,-54.0002
-19.0001,-54.5002
-18.1251,-56.1252
-19.8438,-55.8127
-21.2501,-57.3127
-16.9688,-55.4377
-17.8751,-51.0627
-13.2813,-41.8127
-12.1563,-29.3126
-5.9688,-13.6876
-3.625,3.375
1.4688,16.0001
6.1563,27.1876
7.1563,35.6876
9.8438,42.5627
11.375,48.8127
11.75,51.2502
10.8438,52.5627
11.2813,52.4377
10.8438,50.9377
10.625,50.0627
11.8125,46.8127
13.3126,44.8127
15.5626,42.0627
13.4376,39.8752
11.1563,36.8751
11.9688,34.6251
7.0313,31.3126
6.0938,30.1876
5.7188,27.8126
4.625,25.1251
2.4063,22.5001
6.7813,20.3751
5.25,16.9376
1,14.5626
4.8125,12.5625
3.1563,10.1875
5.75,9.625
5.375,8.6875
5.3438,9.25
7.2813,10.375
2.5625,11.125
7.0313,11.625
4.7813,12.1875
4.9063,13.9376
4.625,13.8126
2.2188,13.2501
2.0313,13.7501
1.5938,11.5
1.5313,9.9375
2.4688,9.0625
1.6875,7.625
-0.4375,6
-0.3125,4
-0.3125,2.625
2.3438,0.375
-1.5313,-0.625
-5.6563,-3.125
-4.9063,-5.5
-5.5625,-7.6875
-3.1875,-9.6875
-5.25,-12.5625
-4.375,-13.7501
-4.375,-16.2501
-6.8438,-19.6251
-7.2813,-20.0626
-6.4688,-22.7501
-8.6563,-24.1251
-6.25,-25.6251
-12.9688,-27.1251
-10.375,-29.4376
-14.1876,-30.3751
-13.1251,-31.9376
-14.9063,-32.9376
-16.5313,-35.8126
-15.0313,-36.6251
-15.1876,-39.3126
-14.0626,-39.8127
-17.3126,-40.6252
-18.2813,-42.8127
-14.5313,-43.1252
-15.3126,-43.6252
-16.0626,-45.0627
-15.8126,-44.8127
-16.6563,-45.7502
-15.9688,-45.7502
-17.4063,-45.5627
-12.1875,-43.3752
-11.6875,-37.0001
-9.6875,-28.0626
-6.125,-14.5626
-0.2813,-2.625
-2.4063,9.4375
4.625,20.5001
6.8125,29.1251
9.8125,36.3126
10.875,41.1877
15.3126,44.3752
12.8125,45.9377
11.25,46.4377
13.125,44.9377
12.0938,42.8127
12.5625,40.3127
-3.9375,-7.0625
7,34.1251
8.9375,31.4376
6.6875,28.6876
7.875,26.0626
1.9063,19.5001
2.0625,16.5001
3.125,13.8126
2.2813,10.3125
1.9375,7.625
-0.875,4.75
1.875,3.0625
-1.1875,1.8125
-1.0938,1.4375
-1.1875,0.25
-3.75,0.25
-1.9688,1.5
-0.8125,3.75
1.3438,4.0625
-1.7813,4.9375
-0.4375,6.3125
0.9063,6.5
-2.1563,6.4375
-0.9375,6.9375
0.0313,5.875
-0.7813,4.625
0.75,4.25
-0.4063,1.4375
-0.6875,0.375
-3.375,-2.375
-2.3438,-2.9375
-4.7813,-6.875
-2.5,-8.3125
-4.6875,-11.1875
-0.5625,-12.25
-4.5938,-16.2501
-2.5313,-18.5001
-7.4375,-20.7501
-7.9375,-22.8751
-11,-26.1251
-10.4375,-27.5626
-10.375,-29.6876
-10.1875,-31.3126
-10.8125,-32.2501
-11.75,-34.0626
-10.5,-35.0001
-11.6563,-35.7501
-11.7188,-37.7501
-11.625,-37.5626
-14.7188,-39.8752
-11.2813,-40.6877
-16.2188,-42.9377
-12.7813,-43.0627
-17.9063,-44.2502
-15.4376,-46.6877
-14.3751,-46.5627
-18.0001,-49.1877
-14.3126,-49.6252
-15.4376,-51.3752
-14.2501,-51.8127
-16.9063,-52.1252
-16.2813,-54.4377
-16.9063,-54.0627
-15.9688,-54.4377
-17.5313,-54.2502
-15.2188,-51.8127
-16.5626,-47.3127
-12.5,-37.1251
-8.0625,-23.1876
-3.875,-7.75
0.5313,14.0001
5.9688,26.2501
7.2188,35.7501
13.8126,41.5002
16.0626,47.6252
15.2188,50.1252
15.1563,51.3752
13.3126,50.3752
12.75,49.9377
11.2188,47.3127
15.4063,44.6252
10.5313,41.1252
8.9688,38.5001
10.375,35.5626
10.2813,31.8751
8.375,29.6251
9.5,27.0001
7.6875,24.8751
5.0625,21.6876
4.6563,19.7501
4.6563,16.5001
2.1875,13.5626
3.0938,10.875
2.2188,7.625
2.4063,5.9375
3.4375,4.75
2.4063,3.8125
4.8125,3.125
3.8438,3.6875
3.2813,5.4375
3.5625,5.6875
3.1563,8.375
3.5,8.375
2.4063,9
1.0625,10.25
3.5625,9.4375
3.0313,9.75
0.75,9.875
1.9375,7.3125
1.5938,6.6875
3.125,4.3125
-0.5,2
0.3125,0.625
0.375,-1.1875
-0.4688,-4.0625
-2.2188,-6.0625
-3.25,-7.5
-1.6875,-10.875
-3.4375,-13.2501
-6.125,-16.2501
-5.875,-18.1251
-5.3438,-20.6876
-9.4688,-23.8751
-6.6563,-25.8126
-10.1875,-28.0626
-11.0938,-29.9376
-9.5,-32.3126
-13.125,-33.5626
-11.3125,-36.3126
-13.6251,-36.2501
-12.125,-38.5626
-14.1876,-39.1251
-10.0313,-39.3127
-14.5313,-40.3752
-14.5626,-40.6877
-15.4063,-41.3127
-13.3126,-41.0627
-14.8751,-42.3752
-12.75,-42.0627
-15.0938,-42.7502
-13.6563,-43.9377
-11.1875,-44.6877
-14.6876,-46.2502
-12.75,-47.1877
-14.5626,-47.2502
-14.7188,-48.7502
-13.6563,-50.0002
-16.9376,-51.0002
-15.2813,-51.6252
-15.8126,-51.5002
-16.4376,-53.3127
-16.0313,-53.0002
-15.3126,-53.0002
-16.4063,-50.1877
-12.1563,-43.3752
-9.75,-32.3126
-5.5625,-16.2501
0.2188,-0.9375
3.125,14.7501
9.3125,27.3751
9.2188,37.1251
13.9063,45.3752
15.6876,50.0627
16.7501,54.3752
17.8126,55.6877
18.0626,56.5627
18.3126,54.8127
18.5313,53.4377
17.2188,51.5627
15.9688,49.6252
16.6563,46.5002
14.5001,44.0002
15.1251,41.3752
10.9063,38.9376
11.7813,36.9376
12.625,35.0626
12.5938,32.3751
10.5313,30.4376
8.5625,27.4376
7.2188,24.4376
8.125,22.3126
8.6563,19.9376
6.0625,17.3126
4.7188,16.5626
4.875,14.8126
3.875,13.3126
4.25,14.6876
4.6563,14.6876
5.3438,16.0001
8.1563,17.4376
5.9688,18.1876
6.0938,19.3751
7.0625,19.5001
6.3438,18.4376
8.4063,18.3751
10.9688,17.8751
8.25,17.3126
8.4063,15.5626
6.6563,14.5001
6.125,12.9375
4.125,10.1875
1.6875,9.125
3.375,6.25
1.9375,4.75
3.9375,2.5625
0.4688,-0.375
-0.4063,-1.4375
-3.5938,-4.4375
-1.3438,-6.25
-0.5938,-7.5
-3.3125,-10.375
-0.4688,-11.5625
-4.4688,-14.1251
-4.8438,-15.8126
-2.8125,-16.5626
-3.2188,-18.4376
-5.2813,-20.1251
-7.0938,-21.6251
-5.5625,-23.3126
-6.25,-26.3751
-6.3125,-27.7501
-6.2813,-29.1251
-9.9063,-30.8126
-9.5,-33.1876
-9.4063,-33.6251
-10.9688,-35.8126
-10.0313,-36.3126
-12.6563,-36.8751
-11.9688,-37.4376
-10.875,-38.1251
-11.8438,-38.4376
-13.0625,-39.2501
-12.6875,-38.0626
-13.9376,-36.3751
-9.5625,-29.9376
-8.0313,-21.9376
-4.8438,-9.125
-0.4688,3.1875
2.625,16.5001
7.9375,26.1251
9.5313,35.3751
14.2813,42.6252
15.0938,47.0627
16.9063,50.5002
17.5938,51.9377
16.1251,51.9377
15.2188,51.5002
15.8126,49.8127
15.4063,46.1877
15.6563,43.6877
16.1563,40.5002
13.5938,37.2501
12.6875,34.8126
11.4688,32.0001
13.0938,29.2501
9.25,26.8126
8.4375,24.5626
6.5625,20.8126
4.8125,17.6876
7.9063,14.6876
4.5313,12.125
3.75,9.75
3.2813,7.1875
2.875,5.25
5.6563,5.75
3.0938,5
3.1563,6.5
4.4688,7.5625
4.9375,8.0625
2.5,9.75
3.0313,11.25
2.9688,11.25
3.3438,11.5625
5.6563,12.375
2.625,12.0625
3.8438,10.25
2.3125,9.75
3.1563,7.875
4.25,5.5625
-1.0938,4.5625
-0.625,1.6875
0.5313,-0.4375
0.0313,-2.5
-0.7188,-5.25
-2.4375,-7.6875
-3.2188,-9.25
-5.6875,-11.5
-4.25,-14.8126
-2.3125,-16.3751
-3.9375,-17.9376
-6.2188,-20.2501
-4.125,-21.8751
-5.5,-23.6876
-6.5,-24.6251
-5.125,-26.7501
-7.4375,-27.5626
-6.75,-29.8126
-9.2188,-31.8751
-8.4063,-32.8751
-9.6563,-34.3126
-8.5938,-36.3751
-11.5625,-37.6251
-12.1875,-39.5002
-9.1563,-40.3752
-13,-42.3752
-9.5938,-42.3752
-12.625,-43.7502
-10.2813,-44.2502
-13.9063,-45.1877
-12.2188,-45.8752
-12.5,-45.8127
-12.8125,-46.4377
-13.4376,-45.5002
-13.0938,-41.9377
-11.6563,-33.8751
-6.4688,-22.7501
-4.3438,-8.625
0.4375,6.8125
4.5938,20.3126
8.4375,32.3751
11.75,41.4377
12.1875,48.5002
16.1563,53.3127
17.9688,56.1252
19.3438,56.9377
17.9376,57.4377
19.4063,55.9377
17.2501,53.4377
17.7813,51.0002
15.6563,48.5002
15.7813,45.6252
13.4688,42.0627
13.9688,39.1252
11.1875,36.7501
11.6563,33.8126
11.4688,31.2501
5.9375,27.2501
5.625,25.8126
6.2188,22.4376
4.9375,20.1876
4.0938,17.5001
4.8438,14.2501
5.8125,12.8125
4.8125,10.75
3.5,10.0625
2.875,9.1875
2.9688,9.25
2.9688,10.875
3.9063,12
2.1563,13.8751
4.5938,15.0626
4.5625,15.0001
6.125,15.1251
5.5,15.8126
4.0625,14.9376
7.0938,14.4376
3.6563,13
5.4688,11.8125
4.3125,9.3125
3.2188,7.25
2.8125,5.375
4,3.5625
4.375,0.6875
1.9063,-1
2.0938,-4.8125
-0.375,-6.625
-1.5625,-8.6875
-1.75,-12.125
-3.1875,-13.0625
-2.75,-15.1251
-3.5625,-17.4376
-4.5,-19.5001
-2.4375,-20.4376
-3.625,-22.5001
-5.8438,-23.3751
-6.4375,-24.3751
-6.2188,-27.0001
-8.0625,-27.0626
-9.7188,-28.9376
-8.6563,-30.5001
-7.4375,-30.6876
-8.9688,-31.6876
-11.3438,-32.5626
-6.9063,-34.0001
-11.625,-35.0001
-11.0313,-37.0626
-10.0938,-38.0001
-12.9688,-40.0627
-11.5625,-40.8127
-14.4376,-41.7502
-12.9688,-42.8127
-11.5313,-43.6252
-13.7813,-44.8127
-12.875,-45.5002
-12.8438,-46.7502
-14.5313,-46.2502
-12.125,-44.8127
-11.2188,-41.3127
-9.9375,-31.5626
-4.625,-18.3126
-2.1875,-2.625
5.4063,13.0625
6.5,25.8126
13.0625,36.9376
15.3751,45.6252
19.5626,52.6252
20.2501,57.5002
22.0626,61.0627
21.7501,62.0627
23.3751,62.0002
23.5626,61.0627
21.2813,59.3752
21.0001,57.3752
19.3126,55.1252
18.4688,52.9377
18.2501,49.6877
15.6251,47.8127
18.1251,45.5002
14.8126,42.6877
13.7813,41.3127
11.2188,39.7502
12.7188,35.6251
11.9688,33.9376
12.8438,29.7501
10.0938,27.5626
10.8438,25.1251
10.4688,22.6251
6.625,20.3126
7.8125,19.8751
7.9063,18.6251
8.1563,19.4376
11.3438,20.3126
8.0938,21.4376
10.9688,21.8126
7.4688,23.6251
12.3125,23.6876
10.3438,23.7501
9.0625,23.8751
10.625,22.6876
6.6563,20.5626
7.6563,19.9376
7.4375,18.0001
7.3125,16.1876
7.0938,15.1251
8.4063,12.3125
6,9.9375
5.5938,7.5
5.0313,5.3125
3.125,3.1875
3.2188,1.375
2.4688,-1.75
0.375,-4
0.6563,-6.5625
-0.1563,-8.8125
-0.5938,-10.625
-0.3438,-12.375
-4.5313,-14.4376
-3.3438,-15.4376
-5.1563,-17.0001
-8.0938,-18.8751
-8.4688,-19.3126
-6.5625,-20.6876
-6.4688,-21.8126
-5.625,-22.1876
-6.875,-23.5626
-7.0625,-24.3126
-7.5938,-26.2501
-8.3438,-29.1251
-7.5,-29.8126
-8.125,-31.4376
-10.4375,-33.8751
-8.6563,-34.3751
-12.6563,-35.3126
-9.9063,-36.5001
-13.3126,-37.2501
-12.5938,-38.0001
-10.5,-38.2501
-14.2813,-37.8126
-13.7188,-38.6876
-14.2501,-36.5001
-11.6875,-31.7501
-12.9375,-23.1251
-5.8438,-11.375
-2.3438,2.5625
0.6563,16.6251
5.625,27.6251
7.1875,38.8751
10.4375,46.8752
10.9375,53.9377
14.9063,58.2502
14.2813,60.0002
16.1876,60.8752
14.5626,59.2502
15.8438,58.4377
18.0313,56.6877
15.4063,54.0627
13.8438,51.5627
15.4688,48.6252
15.2501,45.9377
15.6876,43.8127
13.8126,40.6252
13.5313,38.3126
